ProbeId	GeneId	GeneSymbol	GeneAccnum	GeneRefseqid	GeneEnsemblid	GeneName
212728_at	1741	DLG3	T62872	NM_021120	NA	discs, large homolog 3 (neuroendocrine-dlg, Drosophila)
212729_at	1741	DLG3	AI916274	NM_021120	NA	discs, large homolog 3 (neuroendocrine-dlg, Drosophila)
212730_at	23336	DMN	AK026420	NA	NA	desmuslin
212731_at	157567	ANKRD46	U79297	NM_198401	NA	ankyrin repeat domain 46
212732_at	55384	MEG3	AI950273	NA	NA	maternally expressed 3
212733_at	9711	KIAA0226	AI798908	XM_032901	NA	KIAA0226
212734_x_at	6137	RPL13	AI186735	NA	NA	ribosomal protein L13
212735_at	9711	KIAA0226	BF448041	XM_032901	NA	KIAA0226
212736_at	89927	C16orf45	BE299456	NM_033201	NA	chromosome 16 open reading frame 45
212737_at	2760	GM2A	AL513583	NM_000405	NA	GM2 ganglioside activator
212738_at	84986	ARHGAP19	AV717623	NM_032900	NA	Rho GTPase activating protein 19
212739_s_at	4833	NME4	AL523860	NM_005009	NA	non-metastatic cells 4, protein expressed in
212740_at	30849	PIK3R4	BF740111	NM_014602	NA	phosphoinositide-3-kinase, regulatory subunit 4, p150
212741_at	4128	MAOA	AA923354	NM_000240	NA	monoamine oxidase A
212742_at	27246	ZNF364	AL530462	NM_014455	NA	zinc finger protein 364
212743_at	25898	RCHY1	AV694093	NA	NA	ring finger and CHY zinc finger domain containing 1
212744_at	585	BBS4	AI813772	NM_033028	NA	Bardet-Biedl syndrome 4
212745_s_at	585	BBS4	AI813772	NM_033028	NA	Bardet-Biedl syndrome 4
212746_s_at	9859	KIAA0470	AA126789	NM_014812	NA	KIAA0470
212747_at	23294	ANKS1	AI990523	NM_015245	NA	ankyrin repeat and sterile alpha motif domain containing 1
212748_at	57591	MKL1	AB037859	NM_020831	NA	megakaryoblastic leukemia (translocation) 1
212749_s_at	25898	RCHY1	AI096477	NA	NA	ring finger and CHY zinc finger domain containing 1
212750_at	26051	PPP1R16B	AB020630	NM_015568	NA	protein phosphatase 1, regulatory (inhibitor) subunit 16B
212751_at	7334	UBE2N	BG290646	NM_003348	NA	ubiquitin-conjugating enzyme E2N (UBC13 homolog, yeast)
212752_at	23332	CLASP1	AA176798	NM_015282	NA	cytoplasmic linker associated protein 1
212753_at	10336	PCGF3	AI692203	NM_006315	NA	polycomb group ring finger 3
212754_s_at	23041	KIAA1040	AI760249	NM_015026	NA	KIAA1040 protein
212755_at	23041	KIAA1040	BG548738	NM_015026	NA	KIAA1040 protein
212756_s_at	23304	UBR2	AI761518	NM_015255	NA	ubiquitin protein ligase E3 component n-recognin 2
212757_s_at	818	CAMK2G	BF111268	NA	NA	calcium/calmodulin-dependent protein kinase (CaM kinase) II gamma
212758_s_at	6935	TCF8	AI373166	NM_030751	NA	transcription factor 8 (represses interleukin 2 expression)
212759_s_at	6934	TCF7L2	AI703074	NM_030756	NA	transcription factor 7-like 2 (T-cell specific, HMG-box)
212760_at	23304	UBR2	AB002347	NM_015255	NA	ubiquitin protein ligase E3 component n-recognin 2
212761_at	6934	TCF7L2	AI949687	NM_030756	NA	transcription factor 7-like 2 (T-cell specific, HMG-box)
212762_s_at	6934	TCF7L2	AI375916	NM_030756	NA	transcription factor 7-like 2 (T-cell specific, HMG-box)
212763_at	23271	CAMSAP1L1	AW593213	NM_203459	NA	calmodulin regulated spectrin-associated protein 1-like 1
212764_at	NA	NA	AI806174	NA	NA	NA
212765_at	23271	CAMSAP1L1	AB029001	NM_203459	NA	calmodulin regulated spectrin-associated protein 1-like 1
212766_s_at	81875	ISG20L2	AW294587	NM_030980	NA	interferon stimulated exonuclease gene 20kDa-like 2
212767_at	92170	GTPBP7	BC004409	NM_138384	NA	GTP-binding protein 7
212768_s_at	10562	OLFM4	AL390736	NM_006418	NA	olfactomedin 4
212769_at	7090	TLE3	AI567426	NM_005078	NA	transducin-like enhancer of split 3 (E(sp1) homolog, Drosophila)
212770_at	7090	TLE3	AW873621	NM_005078	NA	transducin-like enhancer of split 3 (E(sp1) homolog, Drosophila)
212771_at	221061	C10orf38	AU150943	NM_001010924	NA	chromosome 10 open reading frame 38
212772_s_at	20	ABCA2	AL162060	NA	NA	ATP-binding cassette, sub-family A (ABC1), member 2
212773_s_at	9804	TOMM20	BG165094	NM_014765	NA	translocase of outer mitochondrial membrane 20 homolog (yeast)
212774_at	10472	ZNF238	AJ223321	NA	NA	zinc finger protein 238
212775_at	23363	OBSL1	AI978623	XM_051017	NA	obscurin-like 1
212776_s_at	23363	OBSL1	AI978623	XM_051017	NA	obscurin-like 1
212777_at	6654	SOS1	L13857	NM_005633	NA	son of sevenless homolog 1 (Drosophila)
212778_at	23241	PACS2	AL583340	NM_015197	NA	phosphofurin acidic cluster sorting protein 2
212779_at	84162	KIAA1109	AB029032	XM_371706	NA	KIAA1109
212780_at	6654	SOS1	AA700167	NM_005633	NA	son of sevenless homolog 1 (Drosophila)
212781_at	5930	RBBP6	AK026954	NA	NA	retinoblastoma binding protein 6
212782_x_at	5439	POLR2J	BG335629	NM_006234	NA	polymerase (RNA) II (DNA directed) polypeptide J, 13.3kDa
212783_at	5930	RBBP6	AI538172	NA	NA	retinoblastoma binding protein 6
212784_at	23152	CIC	AB002304	NM_015125	NA	capicua homolog (Drosophila)
212785_s_at	51574	HDCMA18P	AA160181	NM_016648	NA	HDCMA18P protein
212786_at	23274	KIAA0350	AA731693	NM_015226	NA	KIAA0350 protein
212787_at	56252	YLPM1	AI952986	XM_085151	NA	YLP motif containing 1
212788_x_at	2512	FTL	BG537190	NM_000146	NA	ferritin, light polypeptide
212789_at	23310	hCAP-D3	AI796581	NM_015261	NA	KIAA0056 protein
212790_x_at	23521	RPL13A	BF942308	NM_012423	NA	ribosomal protein L13a
212791_at	127703	FLJ38984	AL042729	NM_152374	NA	hypothetical protein FLJ38984
212792_at	23333	DPY19L1	AB020684	NA	NA	dpy-19-like 1 (C. elegans)
212793_at	23500	DAAM2	BF513244	NM_015345	NA	dishevelled associated activator of morphogenesis 2
212794_s_at	23325	KIAA1033	AK001728	NM_015275	NA	KIAA1033
212795_at	23325	KIAA1033	AL137753	NM_015275	NA	KIAA1033
212796_s_at	23102	KIAA1055	BF195608	NM_015079	NA	KIAA1055 protein
212797_at	6272	SORT1	BE742268	NM_002959	NA	sortilin 1
212798_s_at	57037	ANKMY2	AK001389	NM_020319	NA	ankyrin repeat and MYND domain containing 2
212799_at	10228	STX6	BE217875	NM_005819	NA	syntaxin 6
212800_at	10228	STX6	AI740832	NM_005819	NA	syntaxin 6
212801_at	11113	CIT	AI861788	NM_007174	NA	citron (rho-interacting, serine/threonine kinase 21)
212802_s_at	26130	GAPVD1	AK023841	NM_015635	NA	GTPase activating protein and VPS9 domains 1
212803_at	4665	NAB2	BF337329	NM_005967	NA	NGFI-A binding protein 2 (EGR1 binding protein 2)
212804_s_at	26130	GAPVD1	AI797397	NM_015635	NA	GTPase activating protein and VPS9 domains 1
212805_at	23273	KIAA0367	AB002365	NM_015225	NA	KIAA0367
212806_at	23273	KIAA0367	AL138349	NM_015225	NA	KIAA0367
212807_s_at	6272	SORT1	BF447105	NM_002959	NA	sortilin 1
212808_at	84901	NFATC2IP	AI884627	NM_032815	NA	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2 interacting protein
212809_at	84901	NFATC2IP	AA152202	NM_032815	NA	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2 interacting protein
212810_s_at	6509	SLC1A4	W72527	NM_003038	NA	solute carrier family 1 (glutamate/neutral amino acid transporter), member 4
212811_x_at	6509	SLC1A4	AI889380	NM_003038	NA	solute carrier family 1 (glutamate/neutral amino acid transporter), member 4
212812_at	NA	NA	AI700633	NA	NA	CDNA: FLJ22642 fis, clone HSI06970
212813_at	83700	JAM3	AA149644	NM_032801	NA	junctional adhesion molecule 3
212814_at	23382	KIAA0828	AB020635	NM_015328	NA	KIAA0828 protein
212815_at	10973	ASCC3	AA156961	NA	NA	activating signal cointegrator 1 complex subunit 3
212816_s_at	875	CBS	BE613178	NM_000071	NA	cystathionine-beta-synthase
212817_at	25822	DNAJB5	AK023253	NM_012266	NA	DnaJ (Hsp40) homolog, subfamily B, member 5
212818_s_at	51665	ASB1	AF055024	NM_016114	NA	ankyrin repeat and SOCS box-containing 1
212819_at	51665	ASB1	AF055024	NM_016114	NA	ankyrin repeat and SOCS box-containing 1
212820_at	23312	DMXL2	AB020663	NM_015263	NA	Dmx-like 2
212821_at	26030	PLEKHG3	AU147160	NM_015549	NA	pleckstrin homology domain containing, family G (with RhoGef domain) member 3
212822_at	57493	HEG1	AA121502	XM_087386	NA	HEG homolog 1 (zebrafish)
212823_s_at	26030	PLEKHG3	AI738980	NM_015549	NA	pleckstrin homology domain containing, family G (with RhoGef domain) member 3
212824_at	8939	FUBP3	U69127	NA	NA	far upstream element (FUSE) binding protein 3
212825_at	22976	PAXIP1	AI357401	NM_007349	NA	PAX interacting (with transcription-activation domain) protein 1
212826_s_at	293	SLC25A6	AI961224	NM_001636	NA	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 6
212827_at	3507	IGHM	X17115	NA	NA	NA
212828_at	8871	SYNJ2	AA191573	NM_003898	NA	synaptojanin 2
212829_at	NA	NA	BE878277	NA	NA	NA
212830_at	1955	EGFL5	W68084	XM_376905	NA	EGF-like-domain, multiple 5
212831_at	1955	EGFL5	BF110421	XM_376905	NA	EGF-like-domain, multiple 5
212832_s_at	9793	CKAP5	AI143124	NA	NA	cytoskeleton associated protein 5
212833_at	91137	LOC91137	M74089	NM_138773	NA	hypothetical protein BC017169
212834_at	11056	DDX52	BE963238	NA	NA	DEAD (Asp-Glu-Ala-Asp) box polypeptide 52
212835_at	23172	KIAA0157	AA777641	NM_032182	NA	KIAA0157
212836_at	10714	POLD3	D26018	NM_006591	NA	polymerase (DNA-directed), delta 3, accessory subunit
212837_at	23172	KIAA0157	D63877	NM_032182	NA	KIAA0157
212838_at	23268	DNMBP	AB023227	NM_015221	NA	dynamin binding protein
212839_s_at	6738	SSA2	AK024044	NM_004600	NA	TROVE domain family, member 2
212840_at	26043	KIAA0794	BG339560	XM_087353	NA	KIAA0794 protein
212841_s_at	8495	PPFIBP2	AI692180	NM_003621	NA	PTPRF interacting protein, binding protein 2 (liprin beta 2)
212842_x_at	NA	NA	AL043571	NA	NA	NA
212843_at	4684	NCAM1	AA126505	NA	NA	neural cell adhesion molecule 1
212844_at	23076	KIAA0179	AI400490	NM_015056	NA	KIAA0179
212845_at	23034	SAMD4	AB028976	NM_015589	NA	sterile alpha motif domain containing 4
212846_at	23076	KIAA0179	AA811192	NM_015056	NA	KIAA0179
212847_at	8880	FUBP1	AL036840	NM_003902	NA	Far upstream element (FUSE) binding protein 1
212848_s_at	84909	C9orf3	BG036668	NM_032823	NA	chromosome 9 open reading frame 3
212849_at	8312	AXIN1	AA745954	NA	NA	axin 1
212850_s_at	4038	LRP4	AA584297	NM_002334	NA	low density lipoprotein receptor-related protein 4
212851_at	23142	DCUN1D4	AA194584	NM_015115	NA	DCN1, defective in cullin neddylation 1, domain containing 4 (S. cerevisiae)
212852_s_at	6738	TROVE2	AL538601	NM_004600	NA	TROVE domain family, member 2
212853_at	23142	DCUN1D4	AA779297	NM_015115	NA	DCN1, defective in cullin neddylation 1, domain containing 4 (S. cerevisiae)
212854_x_at	NA	NA	AB051480	NA	NA	NA
212855_at	23142	DCUN1D4	D87466	NM_015115	NA	DCN1, defective in cullin neddylation 1, domain containing 4 (S. cerevisiae)
212856_at	23151	DIP	AB018310	NM_015124	NA	death-inducing-protein
212857_x_at	10923	SUB1	BG231551	NM_006713	NA	SUB1 homolog (S. cerevisiae)
212858_at	124222	PAQR4	AL520675	NM_152341	NA	progestin and adipoQ receptor family member IV
212859_x_at	4493	MT1E	BF217861	NM_175617	NA	metallothionein 1E (functional)
212860_at	84243	ZDHHC18	BG168720	NM_032283	NA	zinc finger, DHHC-type containing 18
212861_at	84975	MGC11308	BF690150	NM_032889	NA	hypothetical protein MGC11308
212862_at	8760	CDS2	AL568982	NM_003818	NA	CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 2
212863_x_at	1487	CTBP1	BF337195	NA	NA	C-terminal binding protein 1
212864_at	8760	CDS2	Y16521	NM_003818	NA	CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 2
212865_s_at	7373	COL14A1	BF449063	NM_021110	NA	collagen, type XIV, alpha 1 (undulin)
212866_at	203069	R3HCC1	AI081543	XM_114618	NA	R3H domain and coiled-coil containing 1
212867_at	10499	NCOA2	AI040324	NM_006540	NA	NA
212868_x_at	51275	FLJ39616	NM_003668	NM_016534	NA	apoptosis-related protein PNAS-1
212869_x_at	7178	TPT1	AI721229	NM_003295	NA	tumor protein, translationally-controlled 1
212870_at	283349	RASSF3	AI628605	NM_178169	NA	Ras association (RalGDS/AF-6) domain family 3
212871_at	8550	MAPKAPK5	NM_003668	NA	NA	mitogen-activated protein kinase-activated protein kinase 5
212872_s_at	9477	TRFP	AK023092	NM_004275	NA	Trf (TATA binding protein-related factor)-proximal homolog (Drosophila)
212873_at	23526	HA-1	BE349017	NM_012292	NA	minor histocompatibility antigen HA-1
212874_at	348	APOE	AI358867	NM_000041	NA	Apolipoprotein E
212875_s_at	25966	C21orf25	AP001745	NM_199050	NA	chromosome 21 open reading frame 25
212876_at	8702	B4GALT4	BF223021	NA	NA	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 4
212877_at	3831	KNS2	AA284075	NA	NA	kinesin 2
212878_s_at	3831	KNS2	AA284075	NA	NA	kinesin 2
212879_x_at	51588	PIAS4	NM_015897	NM_015897	NA	protein inhibitor of activated STAT, 4
212880_at	23335	WDR7	AB011113	NA	NA	WD repeat domain 7
212881_at	51588	PIAS4	AK022481	NM_015897	NA	protein inhibitor of activated STAT, 4
212882_at	23276	KLHL18	AB018338	NM_025010	NA	kelch-like 18 (Drosophila)
212883_at	348	APOE	AI358867	NM_000041	NA	Apolipoprotein E
212884_x_at	348	APOE	AI358867	NM_000041	NA	Apolipoprotein E
212885_at	10199	MPHOSPH10	AL545921	NM_005791	NA	M-phase phosphoprotein 10 (U3 small nucleolar ribonucleoprotein)
212886_at	26112	DKFZP434C171	AL080169	NM_015621	NA	DKFZP434C171 protein
212887_at	10484	SEC23A	AI753659	NM_006364	NA	Sec23 homolog A (S. cerevisiae)
212888_at	23405	DICER1	BG109746	NA	NA	Dicer1, Dcr-1 homolog (Drosophila)
212889_x_at	90480	GADD45GIP1	BF303939	NM_052850	NA	growth arrest and DNA-damage-inducible, gamma interacting protein 1
212890_at	124565	MGC15523	BF663461	NM_138570	NA	hypothetical protein MGC15523
212891_s_at	90480	GADD45GIP1	BF972185	NM_052850	NA	growth arrest and DNA-damage-inducible, gamma interacting protein 1
212892_at	8427	ZNF282	AW130128	NM_003575	NA	zinc finger protein 282
212893_at	26009	ZZZ3	AL080063	NM_015534	NA	zinc finger, ZZ-type containing 3
212894_at	6832	SUPV3L1	NM_003171	NM_003171	NA	suppressor of var1, 3-like 1 (S. cerevisiae)
212895_s_at	29	ABR	AL527773	NA	NA	active BCR-related gene
212896_at	23517	SKIV2L2	D29641	NM_015360	NA	superkiller viralicidic activity 2-like 2 (S. cerevisiae)
212897_at	23097	CDC2L6	AI738802	NM_015076	NA	cell division cycle 2-like 6 (CDK8-like)
212898_at	9675	KIAA0406	AB007866	NM_014657	NA	KIAA0406 gene product
212899_at	23097	CDC2L6	AB028951	NM_015076	NA	cell division cycle 2-like 6 (CDK8-like)
212900_at	10802	SEC24A	AJ131244	XM_094581	NA	SEC24 related gene family, member A (S. cerevisiae)
212901_s_at	23283	CSTF2T	BF732638	NM_015235	NA	cleavage stimulation factor, 3' pre-RNA, subunit 2, 64kDa, tau variant
212902_at	10802	SEC24A	BE645231	XM_094581	NA	SEC24 related gene family, member A (S. cerevisiae)
212904_at	57470	LRRC47	AB033011	NM_020710	NA	leucine rich repeat containing 47
212905_at	23283	CSTF2T	AI872408	NM_015235	NA	cleavage stimulation factor, 3' pre-RNA, subunit 2, 64kDa, tau variant
212906_at	57476	KIAA1201	BE044440	XM_370660	NA	KIAA1201 protein
212907_at	7779	SLC30A1	AI972416	NM_021194	NA	Solute carrier family 30 (zinc transporter), member 1
212908_at	23341	DNAJC16	AK022530	NM_015291	NA	DnaJ (Hsp40) homolog, subfamily C, member 16
212909_at	116372	LYPD1	AL567376	NM_144586	NA	LY6/PLAUR domain containing 1
212910_at	57215	THAP11	W19873	NM_020457	NA	THAP domain containing 11
212911_at	23341	DNAJC16	AB023179	NM_015291	NA	DnaJ (Hsp40) homolog, subfamily C, member 16
212912_at	6196	RPS6KA2	AI992251	NA	NA	ribosomal protein S6 kinase, 90kDa, polypeptide 2
212913_at	4439	MSH5	BE674960	NA	NA	mutS homolog 5 (E. coli)
212914_at	23492	CBX7	AV648364	NM_175709	NA	chromobox homolog 7
212915_at	23024	PDZRN3	AL569804	NM_015009	NA	PDZ domain containing RING finger 3
212916_at	23133	PHF8	AW249934	NM_015107	NA	PHD finger protein 8
212917_x_at	5965	RECQL	AI814728	NA	NA	RecQ protein-like (DNA helicase Q1-like)
212918_at	5965	RECQL	AI962943	NA	NA	RecQ protein-like (DNA helicase Q1-like)
212919_at	167227	DCP2	AV715578	NM_152624	NA	DCP2 decapping enzyme homolog (S. cerevisiae)
212920_at	NA	NA	AV682285	NA	NA	NA
212921_at	56950	SMYD2	AF070592	NM_020197	NA	SET and MYND domain containing 2
212922_s_at	56950	SMYD2	AI809870	NM_020197	NA	SET and MYND domain containing 2
212923_s_at	221749	C6orf145	AK024828	NM_183373	NA	chromosome 6 open reading frame 145
212924_s_at	NA	NA	N37057	NA	NA	NA
212925_at	126353	C19orf21	AA143765	NM_173481	NA	chromosome 19 open reading frame 21
212926_at	23137	SMC5L1	AW183677	NM_015110	NA	SMC5 structural maintenance of chromosomes 5-like 1 (yeast)
212927_at	23137	SMC5L1	AB011166	NM_015110	NA	SMC5 structural maintenance of chromosomes 5-like 1 (yeast)
212928_at	23270	TSPYL4	AL050331	NM_021648	NA	TSPY-like 4
212929_s_at	NA	NA	W68158	NA	NA	NA
212930_at	490	ATP2B1	AW576457	NA	NA	ATPase, Ca++ transporting, plasma membrane 1
212931_at	6942	TCF20	AB006630	NA	NA	transcription factor 20 (AR1)
212932_at	22930	RAB3GAP1	AK022494	NM_012233	NA	RAB3 GTPase activating protein subunit 1 (catalytic)
212933_x_at	6137	RPL13	AA961748	NA	NA	ribosomal protein L13
212934_at	137886	LOC137886	AI245523	XM_059929	NA	hypothetical protein LOC137886
212935_at	23263	MCF2L	AB002360	NM_024979	NA	MCF.2 cell line derived transforming sequence-like
212936_at	83989	DKFZP564D172	AI927701	NM_032042	NA	hypothetical protein DKFZp564D172
212937_s_at	1291	COL6A1	M20776	NM_001848	NA	collagen, type VI, alpha 1
212938_at	1291	COL6A1	M20776	NM_001848	NA	collagen, type VI, alpha 1
212939_at	1291	COL6A1	M20776	NM_001848	NA	collagen, type VI, alpha 1
212940_at	1291	COL6A1	BE350145	NM_001848	NA	collagen, type VI, alpha 1
212942_s_at	57214	KIAA1199	AB033025	NM_018689	NA	KIAA1199
212943_at	9847	KIAA0528	AB011100	NM_014802	NA	KIAA0528 gene product
212944_at	64968	MRPS6	AK024896	NM_032476	NA	Mitochondrial ribosomal protein S6
212945_s_at	23269	MGA	BE502432	XM_031689	NA	MAX gene associated
212946_at	23078	KIAA0564	AK025432	NA	NA	KIAA0564 protein
212947_at	23315	SLC9A8	AL031685	NM_015266	NA	solute carrier family 9 (sodium/hydrogen exchanger), member 8
212948_at	23125	CAMTA2	AB020716	NM_015099	NA	calmodulin binding transcription activator 2
212949_at	23397	BRRN1	D38553	NM_015341	NA	barren homolog (Drosophila)
212950_at	221395	GPR116	BF941499	NM_015234	NA	G protein-coupled receptor 116
212951_at	221395	GPR116	N95226	NM_015234	NA	G protein-coupled receptor 116
212952_at	811	CALR	AA910371	NM_004343	NA	Calreticulin
212953_x_at	811	CALR	BE251303	NM_004343	NA	calreticulin
212954_at	8798	DYRK4	AF263541	NM_003845	NA	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 4
212955_s_at	5438	POLR2I	AL037557	NM_006233	NA	polymerase (RNA) II (DNA directed) polypeptide I, 14.5kDa
212956_at	23158	KIAA0882	AI348094	NM_015130	NA	KIAA0882 protein
212957_s_at	92249	LOC92249	AU154785	XM_499179	NA	hypothetical protein LOC92249
212958_x_at	5066	PAM	AI022882	NA	NA	peptidylglycine alpha-amidating monooxygenase
212959_s_at	79158	GNPTAB	AK001821	NM_024312	NA	N-acetylglucosamine-1-phosphate transferase, alpha and beta subunits
212960_at	23158	KIAA0882	BE646554	NM_015130	NA	KIAA0882 protein
212961_x_at	541578	CXorf40B	L43578	NM_001013845	NA	chromosome X open reading frame 40B
212962_at	85360	SYDE1	AK023573	NM_033025	NA	synapse defective 1, Rho GTPase, homolog 1 (C. elegans)
212963_at	83941	BBP	BF968960	NM_032027	NA	TM2 domain containing 1
212964_at	23119	HIC2	AI912206	NM_015094	NA	hypermethylated in cancer 2
212965_at	23119	HIC2	BE465318	NM_015094	NA	hypermethylated in cancer 2
212966_at	23119	HIC2	AL043112	NM_015094	NA	hypermethylated in cancer 2
212967_x_at	4673	NAP1L1	AW148801	NA	NA	nucleosome assembly protein 1-like 1
212968_at	5986	RFNG	BF940276	NM_002917	NA	radical fringe homolog (Drosophila)
212969_x_at	256364	EML3	BE222618	NM_153265	NA	echinoderm microtubule associated protein like 3
212970_at	323	APBB2	AI694303	NM_173075	NA	Amyloid beta (A4) precursor protein-binding, family B, member 2 (Fe65-like)
212971_at	833	CARS	AI769685	NA	NA	cysteinyl-tRNA synthetase
212972_x_at	323	APBB2	AL080130	NM_173075	NA	Amyloid beta (A4) precursor protein-binding, family B, member 2 (Fe65-like)
212973_at	22934	RPIA	AI692341	NM_144563	NA	ribose 5-phosphate isomerase A (ribose 5-phosphate epimerase)
212974_at	22898	DENND3	AI808958	NM_014957	NA	DENN/MADD domain containing 3
212975_at	22898	DENND3	AB020677	NM_014957	NA	DENN/MADD domain containing 3
212976_at	23507	LRRC8B	R41498	NM_015350	NA	leucine rich repeat containing 8 family, member B
212977_at	57007	CMKOR1	AI817041	NM_020311	NA	chemokine orphan receptor 1
212978_at	23507	TA-LRRP	AU146004	NM_015350	NA	Leucine rich repeat containing 8 family, member B
212979_s_at	9747	KIAA0738	AW293343	NM_014719	NA	KIAA0738 gene product
212980_at	9736	USP34	AL050376	NM_014709	NA	Ubiquitin specific peptidase 34
212981_s_at	9747	KIAA0738	BF030508	NM_014719	NA	KIAA0738 gene product
212982_at	23390	ZDHHC17	AI621223	NM_015336	NA	zinc finger, DHHC-type containing 17
212983_at	3265	HRAS	NM_005343	NA	NA	v-Ha-ras Harvey rat sarcoma viral oncogene homolog
212984_at	1386	ATF2	BE786164	NM_001880	NA	activating transcription factor 2
